### Top 5 hits for each virus with each method used
### Score 1 / Score 2 columns correpond respectively to:
### For blast hits => Total number of matches in hsps / Average percentage of identity across the full alignment
### For crispr hits => Number of mismatches / Length of CRISPR spacer
### For WIsH => Log-likelihood / P-value
### For VirHostMatcher => s2 similarity/ NA
### For PHP => PHP score/ NA
### For RaFAH => Confidence score / estimated FDR
### For iPHoP-RF => Confidence score / estimated FDR
Virus,Method,Host,Host taxonomy,Metric 1,Score 1,Metric 2,Score 2,Rank,Host representative
contig_39942,rafah,Acholeplasma,d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma,Confidence_score,0.104,FDR,0.906,1,NA
contig_39942,rafah,Acholeplasma,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma,Confidence_score,0.104,FDR,0.906,1,NA
contig_39942,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.068,FDR,0.943,2,NA
contig_39942,rafah,Fusobacterium,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium,Confidence_score,0.057,FDR,0.954,3,NA
contig_39942,rafah,Fusobacterium,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A,Confidence_score,0.057,FDR,0.954,3,NA
contig_39942,rafah,Fusobacterium,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_C,Confidence_score,0.057,FDR,0.954,3,NA
contig_39942,vhm,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,S2star_similarity,0.592,NA,NA,1,GB_GCA_003635195.1
contig_39942,vhm,GCA_022394775.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022394775,S2star_similarity,0.592,NA,NA,2,GB_GCA_022394775.1
contig_39942,vhm,GCA_028820845.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009845505,S2star_similarity,0.591,NA,NA,3,GB_GCA_028820845.1
contig_39942,vhm,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,S2star_similarity,0.591,NA,NA,4,GB_GCA_951828385.1
contig_39942,vhm,GCA_003635255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635255,S2star_similarity,0.590,NA,NA,5,GB_GCA_003635255.1
contig_39942,wish,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Log-likelihood,-1.371,p-value,0.0210247967275823,1,GB_GCA_003635195.1
contig_39942,wish,GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Log-likelihood,-1.372,p-value,0.0155763703202669,2,GB_GCA_951828385.1
contig_39942,wish,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Log-likelihood,-1.372,p-value,0.0162974118520276,3,GB_GCA_009843785.1
contig_39942,wish,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Log-likelihood,-1.372,p-value,0.0222228498116923,4,GB_GCA_026706025.1
contig_39942,wish,GCA_028824575.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028824575,Log-likelihood,-1.372,p-value,0.0166920256955957,5,GB_GCA_028824575.1
contig_40028,iPHoP-RF,GB_GCA_035642715.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJNBK01;s__JAJNBK01 sp035642715,Confidence_score,0.404,FDR,0.762,1,GB_GCA_035642715.1
contig_40028,iPHoP-RF,GB_GCA_937969515.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__Croceitalea sp937969515,Confidence_score,0.400,FDR,0.765,2,GB_GCA_937969515.1
contig_40028,iPHoP-RF,3300010036_14,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJNBK01;s__,Confidence_score,0.380,FDR,0.781,3,3300010036_14
contig_40028,iPHoP-RF,3300060887_32,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJNBK01;s__,Confidence_score,0.374,FDR,0.785,4,3300060887_32
contig_40028,iPHoP-RF,GB_GCA_029240435.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJNBK01;s__JAJNBK01 sp029240435,Confidence_score,0.374,FDR,0.785,4,GB_GCA_029240435.1
contig_40028,iPHoP-RF,GB_GCA_035264705.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JAJNBK01;s__JAJNBK01 sp035264705,Confidence_score,0.374,FDR,0.785,4,GB_GCA_035264705.1
contig_40028,vhm,GCA_937930675.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wenyingzhuangia;s__Wenyingzhuangia sp937930675,S2star_similarity,0.166,NA,NA,1,GB_GCA_937930675.1
contig_40028,vhm,GCF_011927765.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Wenyingzhuangia;s__Wenyingzhuangia aestuarii,S2star_similarity,0.165,NA,NA,2,RS_GCF_011927765.1
contig_40028,vhm,GCA_030427865.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp030427865,S2star_similarity,0.162,NA,NA,3,GB_GCA_030427865.1
contig_40028,vhm,MGYG000444952,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__,S2star_similarity,0.161,NA,NA,4,MGYG000444952
contig_40028,vhm,GCF_000220525.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ochrovirga;s__Ochrovirga pacifica,S2star_similarity,0.160,NA,NA,5,RS_GCF_000220525.1
contig_40028,wish,3300046534_18,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJXUU01;s__,Log-likelihood,-1.333,p-value,0.0718719586305514,1,3300046534_18
contig_40028,wish,GCA_963975265.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__CAJXUU01;s__CAJXUU01 sp963975265,Log-likelihood,-1.334,p-value,0.0688407487728659,2,GB_GCA_963975265.1
contig_40028,wish,GCF_017312485.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AR;s__Clostridium_AR zeae,Log-likelihood,-1.334,p-value,0.0494891674890603,3,RS_GCF_017312485.1
contig_40028,wish,3300022821_1,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__UBA9973;f__JAACPR01;g__JAACPR01;s__,Log-likelihood,-1.335,p-value,0.0857961450909435,4,3300022821_1
contig_40028,wish,GCF_032051575.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila sp032051575,Log-likelihood,-1.335,p-value,0.0617628655454154,5,RS_GCF_032051575.1
contig_40037,iPHoP-RF,3300012915_3,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__,Confidence_score,0.910,FDR,0.172,1,3300012915_3
contig_40037,iPHoP-RF,GB_GCA_035257925.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__JAJTCL01 sp035257925,Confidence_score,0.910,FDR,0.172,1,GB_GCA_035257925.1
contig_40037,iPHoP-RF,GB_GCA_035318105.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__JAJTCL01 sp035318105,Confidence_score,0.906,FDR,0.178,2,GB_GCA_035318105.1
contig_40037,iPHoP-RF,3300009156_43,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__,Confidence_score,0.900,FDR,0.186,3,3300009156_43
contig_40037,iPHoP-RF,3300060663_8,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__JAJTCL01;s__,Confidence_score,0.886,FDR,0.205,4,3300060663_8
contig_40037,php,3300027755_18,d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__,Score,1441.380,NA,NA,1,3300027755_18
contig_40037,php,MGYG000470505,d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__,Score,1440.279,NA,NA,2,MGYG000470505
contig_40037,php,GCA_036344375.1,d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__UBA890 sp036344375,Score,1440.168,NA,NA,3,GB_GCA_036344375.1
contig_40037,php,3300040814_43,d__Bacteria;p__Acidobacteriota;c__UBA890;o__UBA890;f__UBA890;g__UBA890;s__,Score,1439.869,NA,NA,4,3300040814_43
contig_40037,php,GCA_002699445.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__GCA-2699445;g__GCA-2699445;s__GCA-2699445 sp002699445,Score,1439.508,NA,NA,5,GB_GCA_002699445.1
contig_40037,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.237,FDR,0.708,1,NA
contig_40037,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.237,FDR,0.708,1,NA
contig_40037,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.140,FDR,0.865,2,NA
contig_40037,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.140,FDR,0.865,2,NA
contig_40037,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.138,FDR,0.868,3,NA
contig_40037,vhm,GCA_963667325.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__VXOI01;s__VXOI01 sp963667325,S2star_similarity,0.343,NA,NA,1,GB_GCA_963667325.1
contig_40037,vhm,GCA_963667415.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__VXOI01;s__VXOI01 sp963667415,S2star_similarity,0.340,NA,NA,2,GB_GCA_963667415.1
contig_40037,vhm,GCF_003860405.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella antarctica,S2star_similarity,0.337,NA,NA,3,RS_GCF_003860405.1
contig_40037,vhm,GCA_963664175.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__VXOI01;s__VXOI01 sp963664175,S2star_similarity,0.335,NA,NA,4,GB_GCA_963664175.1
contig_40037,vhm,GCA_947169015.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Equibacterium;s__Equibacterium sp017527625,S2star_similarity,0.332,NA,NA,5,GB_GCA_947169015.1
contig_40037,wish,3300022861_2,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__TOLSYN;s__,Log-likelihood,-1.383,p-value,0.3314004464404733,1,3300022861_2
contig_40037,wish,3300029986_4,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__,Log-likelihood,-1.384,p-value,0.2793048710755359,2,3300029986_4
contig_40037,wish,3300030507_3,d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__,Log-likelihood,-1.384,p-value,0.2771668176234333,3,3300030507_3
contig_40037,wish,3300047160_919,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Versatilivoradales;f__Versatilivoraceae;g__;s__,Log-likelihood,-1.385,p-value,0.2949045595075101,4,3300047160_919
contig_40037,wish,3300038421_9,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Versatilivoradales;f__Versatilivoraceae;g__;s__,Log-likelihood,-1.385,p-value,0.2686972040522875,5,3300038421_9
contig_40148,crispr,GCF_003955685.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium hylobatis,N_mismatches,4.000,Spacer_length,33.0,1,RS_GCF_003955685.1
contig_40148,crispr,GCA_947589485.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1213;s__UBA1213 sp947589485,N_mismatches,4.000,Spacer_length,30.0,1,GB_GCA_947589485.1
contig_40148,iPHoP-RF,GB_GCA_022823085.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022823085,Confidence_score,0.728,FDR,0.391,1,GB_GCA_022823085.1
contig_40148,iPHoP-RF,GB_GCA_012270865.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp012270865,Confidence_score,0.716,FDR,0.408,2,GB_GCA_012270865.1
contig_40148,iPHoP-RF,GB_GCA_022821065.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821065,Confidence_score,0.710,FDR,0.416,3,GB_GCA_022821065.1
contig_40148,iPHoP-RF,GB_GCA_000406005.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp000406005,Confidence_score,0.696,FDR,0.435,4,GB_GCA_000406005.1
contig_40148,iPHoP-RF,GB_GCA_009835515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009835515,Confidence_score,0.692,FDR,0.44,5,GB_GCA_009835515.1
contig_40148,php,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Score,1422.774,NA,NA,1,GB_GCA_026706025.1
contig_40148,php,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Score,1422.713,NA,NA,2,GB_GCA_003635195.1
contig_40148,php,GCA_951813565.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp021295735,Score,1422.416,NA,NA,3,GB_GCA_951813565.1
contig_40148,php,GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,Score,1422.364,NA,NA,4,GB_GCA_022827185.1
contig_40148,php,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Score,1422.358,NA,NA,5,GB_GCA_026702755.1
contig_40148,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.222,FDR,0.739,1,NA
contig_40148,rafah,Cellulophaga,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga,Confidence_score,0.069,FDR,0.942,2,NA
contig_40148,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.063,FDR,0.948,3,NA
contig_40148,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.063,FDR,0.948,3,NA
contig_40148,rafah,Streptococcus,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,Confidence_score,0.048,FDR,0.963,4,NA
contig_40148,vhm,GCA_951813565.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp021295735,S2star_similarity,0.579,NA,NA,1,GB_GCA_951813565.1
contig_40148,vhm,GCA_003635185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp003635185,S2star_similarity,0.576,NA,NA,2,GB_GCA_003635185.1
contig_40148,vhm,GCA_028820635.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028820635,S2star_similarity,0.574,NA,NA,3,GB_GCA_028820635.1
contig_40148,vhm,GCA_028824125.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp028824125,S2star_similarity,0.573,NA,NA,4,GB_GCA_028824125.1
contig_40148,vhm,GCA_022825825.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__MSPOR6;s__MSPOR6 sp022825825,S2star_similarity,0.568,NA,NA,5,GB_GCA_022825825.1
contig_40148,wish,GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,Log-likelihood,-1.364,p-value,0.0038321984685035,1,GB_GCA_022827185.1
contig_40148,wish,GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Log-likelihood,-1.365,p-value,0.006241888265948,2,GB_GCA_026706025.1
contig_40148,wish,GCA_022821965.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022821965,Log-likelihood,-1.365,p-value,0.0070986595204722,3,GB_GCA_022821965.1
contig_40148,wish,GCA_003635195.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp003635195,Log-likelihood,-1.366,p-value,0.0090254225034826,4,GB_GCA_003635195.1
contig_40148,wish,GCA_026702755.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026702755,Log-likelihood,-1.366,p-value,0.0079280010607046,5,GB_GCA_026702755.1
contig_40163,iPHoP-RF,GB_GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Confidence_score,0.990,FDR,0.046,1,GB_GCA_009843785.1
contig_40163,iPHoP-RF,GB_GCA_009835515.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009835515,Confidence_score,0.988,FDR,0.049,2,GB_GCA_009835515.1
contig_40163,iPHoP-RF,GB_GCA_022827185.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp022827185,Confidence_score,0.988,FDR,0.049,2,GB_GCA_022827185.1
contig_40163,iPHoP-RF,GB_GCA_026706025.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp026706025,Confidence_score,0.986,FDR,0.053,3,GB_GCA_026706025.1
contig_40163,iPHoP-RF,GB_GCA_951828385.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951828385,Confidence_score,0.980,FDR,0.063,4,GB_GCA_951828385.1
contig_40163,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,Confidence_score,0.199,FDR,0.781,1,NA
contig_40163,rafah,Pseudomonas,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,Confidence_score,0.199,FDR,0.781,1,NA
contig_40163,rafah,Neisseria,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria,Confidence_score,0.149,FDR,0.854,2,NA
contig_40163,rafah,Bacteroides,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,Confidence_score,0.121,FDR,0.887,3,NA
contig_40163,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus,Confidence_score,0.105,FDR,0.905,4,NA
contig_40163,rafah,Haemophilus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D,Confidence_score,0.105,FDR,0.905,4,NA
contig_40163,vhm,GCA_951813545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951813545,S2star_similarity,0.430,NA,NA,1,GB_GCA_951813545.1
contig_40163,vhm,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,S2star_similarity,0.428,NA,NA,2,GB_GCA_009843785.1
contig_40163,vhm,GCA_028821605.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028821605,S2star_similarity,0.427,NA,NA,3,GB_GCA_028821605.1
contig_40163,vhm,GCA_009845545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009845545,S2star_similarity,0.426,NA,NA,4,GB_GCA_009845545.1
contig_40163,vhm,GCA_028824575.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp028824575,S2star_similarity,0.425,NA,NA,5,GB_GCA_028824575.1
contig_40163,wish,GCA_009845545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009845545,Log-likelihood,-1.362,p-value,0.0021568271878311,1,GB_GCA_009845545.1
contig_40163,wish,GCA_951813545.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp951813545,Log-likelihood,-1.363,p-value,0.0030587249751677,2,GB_GCA_951813545.1
contig_40163,wish,GCA_012270865.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp012270865,Log-likelihood,-1.363,p-value,0.0004921209699129,3,GB_GCA_012270865.1
contig_40163,wish,GCA_009843785.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009843785,Log-likelihood,-1.364,p-value,0.0034831186457959,4,GB_GCA_009843785.1
contig_40163,wish,GCA_009841255.1,d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__WGA-3G;g__WGA-3G;s__WGA-3G sp009841255,Log-likelihood,-1.365,p-value,0.0010482469682187,5,GB_GCA_009841255.1
contig_40169,iPHoP-RF,GB_GCA_021779235.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD sp021779235,Confidence_score,0.766,FDR,0.342,1,GB_GCA_021779235.1
contig_40169,iPHoP-RF,RS_GCF_018861295.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD estertheticum_D,Confidence_score,0.690,FDR,0.443,2,RS_GCF_018861295.1
contig_40169,iPHoP-RF,GB_GCA_002403785.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD sp002403785,Confidence_score,0.688,FDR,0.446,3,GB_GCA_002403785.1
contig_40169,iPHoP-RF,3300025718_15,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__,Confidence_score,0.684,FDR,0.451,4,3300025718_15
contig_40169,iPHoP-RF,RS_GCF_026650985.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD estertheticum_C,Confidence_score,0.682,FDR,0.454,5,RS_GCF_026650985.1
contig_40169,iPHoP-RF,RS_GCF_036541405.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD frigoriphilum,Confidence_score,0.682,FDR,0.454,5,RS_GCF_036541405.1
contig_40169,php,GCF_963524205.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila sp963524205,Score,1421.392,NA,NA,1,RS_GCF_963524205.1
contig_40169,php,GCA_031975295.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna sp031975295,Score,1420.805,NA,NA,2,GB_GCA_031975295.1
contig_40169,php,GCA_031546965.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp031546965,Score,1420.527,NA,NA,3,GB_GCA_031546965.1
contig_40169,php,GCF_032051575.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila sp032051575,Score,1420.389,NA,NA,4,RS_GCF_032051575.1
